order_item_id,order_id,product_id,quantity,unit_price,line_subtotal,line_discount_amount,line_net_revenue,line_cost,line_profit
3316,1782,153,1,89.75,89.75,0.0,89.75,33.95,55.8
3317,1783,155,2,12.59,25.18,9.06,16.12,9.82,6.3
3318,1783,170,1,58.85,58.85,21.19,37.66,21.43,16.23
3319,1783,88,3,89.88,269.64,97.07,172.57,110.94,61.63
3320,1784,177,2,63.64,127.28,2.55,124.73,52.32,72.41
3321,1785,158,3,94.46,283.38,19.84,263.54,99.48,164.06
3322,1786,172,1,68.57,68.57,0.0,68.57,25.82,42.75
3323,1786,131,2,96.8,193.6,0.0,193.6,99.22,94.38
3324,1787,157,2,56.09,112.18,25.8,86.38,40.96,45.42
3325,1788,174,3,76.12,228.36,68.51,159.85,88.95,70.9
3326,1789,88,3,89.88,269.64,86.28,183.36,110.94,72.42
3327,1789,61,2,109.86,219.72,70.31,149.41,83.86,65.55
3328,1789,145,2,162.58,325.16,104.05,221.11,165.0,56.11
3329,1789,174,1,76.12,76.12,24.36,51.76,29.65,22.11
3330,1790,156,1,10.77,10.77,1.72,9.05,3.81,5.24
3331,1791,233,1,10.18,10.18,2.34,7.84,5.26,2.58
3332,1791,155,1,12.59,12.59,2.9,9.69,4.91,4.78
3333,1792,177,1,63.64,63.64,3.18,60.46,26.16,34.3
3334,1792,128,2,203.12,406.24,20.31,385.93,226.04,159.89
3335,1792,54,2,43.21,86.42,4.32,82.1,39.12,42.98
3336,1793,171,1,26.6,26.6,0.0,26.6,10.53,16.07
3337,1793,168,2,21.47,42.94,0.0,42.94,14.94,28.0
3338,1794,177,1,63.64,63.64,0.0,63.64,26.16,37.48
3339,1794,177,1,63.64,63.64,0.0,63.64,26.16,37.48
3340,1795,157,1,56.09,56.09,0.0,56.09,20.48,35.61
3341,1796,166,1,24.49,24.49,0.0,24.49,8.77,15.72
3342,1796,176,1,43.84,43.84,0.0,43.84,16.81,27.03
3343,1797,157,1,56.09,56.09,0.0,56.09,20.48,35.61
3344,1797,175,1,64.85,64.85,0.0,64.85,26.78,38.07
3345,1797,166,2,24.49,48.98,0.0,48.98,17.54,31.44
3346,1798,200,1,235.08,235.08,9.4,225.68,125.47,100.21
3347,1799,179,2,170.72,341.44,0.0,341.44,174.9,166.54
3348,1799,195,1,195.81,195.81,0.0,195.81,102.73,93.08
3349,1799,200,1,235.08,235.08,0.0,235.08,125.47,109.61
3350,1800,233,1,10.18,10.18,1.22,8.96,5.26,3.7
3351,1801,260,1,8.93,8.93,0.18,8.75,5.47,3.28
3352,1801,203,3,160.15,480.45000000000005,9.61,470.84,232.17,238.67
3353,1802,198,1,115.36,115.36,46.14,69.22,61.0,8.22
3354,1802,206,1,314.04,314.04,125.62,188.42,148.82,39.6
3355,1803,232,1,17.43,17.43,3.49,13.94,7.92,6.02
3356,1803,180,1,164.53,164.53,32.91,131.62,81.31,50.31
3357,1803,200,1,235.08,235.08,47.02,188.06,125.47,62.59
3358,1804,279,1,727.0,727.0,43.62,683.38,368.97,314.41
3359,1804,289,1,680.34,680.34,40.82,639.52,374.21,265.31
3360,1805,290,1,798.35,798.35,0.0,798.35,465.98,332.37
3361,1805,276,1,653.31,653.31,0.0,653.31,342.94,310.37
3362,1806,279,1,727.0,727.0,0.0,727.0,368.97,358.03
3363,1806,288,1,199.88,199.88,0.0,199.88,107.3,92.58
3364,1807,104,1,138.46,138.46,0.0,138.46,67.2,71.26
3365,1807,291,1,105.59,105.59,0.0,105.59,62.28,43.31
3366,1808,242,1,66.33,66.33,0.0,66.33,33.39,32.94
3367,1808,242,1,66.33,66.33,0.0,66.33,33.39,32.94
3368,1808,241,2,19.8,39.6,0.0,39.6,18.84,20.76
3369,1809,130,3,255.96,767.88,15.36,752.52,421.86,330.66
3370,1810,134,1,215.58,215.58,15.09,200.49,103.26,97.23
3371,1810,158,3,94.46,283.38,19.84,263.54,99.48,164.06
3372,1810,142,1,222.93,222.93,15.61,207.32,123.59,83.73
3373,1811,132,2,102.64,205.28,0.0,205.28,106.88,98.4
3374,1811,147,1,55.46,55.46,0.0,55.46,27.18,28.28
3375,1812,123,3,16.42,49.260000000000005,17.73,31.53,24.66,6.87
3376,1812,131,1,96.8,96.8,34.85,61.95,49.61,12.34
3377,1813,131,1,96.8,96.8,2.9,93.9,49.61,44.29
3378,1813,256,1,62.81,62.81,1.88,60.93,34.38,26.55
3379,1814,124,1,179.34,179.34,23.31,156.03,101.8,54.23
3380,1815,125,1,109.16,109.16,32.75,76.41,59.2,17.21
3381,1815,154,2,79.17,158.34,47.5,110.84,58.98,51.86
3382,1815,136,1,217.18,217.18,65.15,152.03,117.62,34.41
3383,1816,146,3,17.17,51.510000000000005,0.0,51.51,28.68,22.83
3384,1816,129,1,160.1,160.1,0.0,160.1,76.94,83.16
3385,1817,136,1,217.18,217.18,10.86,206.32,117.62,88.7
3386,1817,144,1,70.97,70.97,3.55,67.42,36.64,30.78
3387,1818,33,1,19.21,19.21,3.27,15.94,12.41,3.53
3388,1818,212,1,10.92,10.92,1.86,9.06,6.45,2.61
3389,1819,102,2,143.53,287.06,68.89,218.17,126.18,91.99
3390,1819,131,1,96.8,96.8,23.23,73.57,49.61,23.96
3391,1820,130,1,255.96,255.96,23.04,232.92,140.62,92.3
3392,1820,141,1,192.76,192.76,17.35,175.41,95.59,79.82
3393,1820,270,1,24.67,24.67,2.22,22.45,14.66,7.79
3394,1821,149,1,230.08,230.08,0.0,230.08,124.46,105.62
3395,1821,289,1,680.34,680.34,0.0,680.34,374.21,306.13
3396,1822,137,1,118.87,118.87,7.13,111.74,64.7,47.04
3397,1822,122,1,251.18,251.18,15.07,236.11,120.38,115.73
3398,1823,16,1,300.83,300.83,0.0,300.83,172.04,128.79
3399,1824,160,1,76.38,76.38,0.0,76.38,27.43,48.95
3400,1824,88,1,89.88,89.88,0.0,89.88,36.98,52.9
3401,1824,172,2,68.57,137.14,0.0,137.14,51.64,85.5
3402,1825,259,1,59.49,59.49,0.0,59.49,32.65,26.84
3403,1826,259,1,59.49,59.49,0.59,58.9,32.65,26.25
3404,1827,176,2,43.84,87.68,0.0,87.68,33.62,54.06
3405,1828,260,1,8.93,8.93,3.13,5.8,5.47,0.33
3406,1829,260,2,8.93,17.86,0.71,17.15,10.94,6.21
3407,1830,269,1,31.54,31.54,5.99,25.55,17.9,7.65
3408,1831,258,1,45.85,45.85,0.0,45.85,27.46,18.39
3409,1831,263,1,23.84,23.84,0.0,23.84,15.72,8.12
3410,1832,161,1,52.51,52.51,0.0,52.51,19.76,32.75
3411,1833,266,1,46.81,46.81,7.49,39.32,30.07,9.25
3412,1834,258,1,45.85,45.85,0.0,45.85,27.46,18.39
3413,1835,177,1,63.64,63.64,0.0,63.64,26.16,37.48
3414,1835,177,1,63.64,63.64,0.0,63.64,26.16,37.48
3415,1835,260,1,8.93,8.93,0.0,8.93,5.47,3.46
3416,1836,271,1,29.38,29.38,0.0,29.38,16.2,13.18
3417,1837,256,1,62.81,62.81,0.0,62.81,34.38,28.43
3418,1837,171,1,26.6,26.6,0.0,26.6,10.53,16.07
3419,1838,175,1,64.85,64.85,17.51,47.34,26.78,20.56
3420,1839,263,1,23.84,23.84,0.0,23.84,15.72,8.12
3421,1840,285,1,232.22,232.22,0.0,232.22,118.45,113.77
3422,1841,285,1,232.22,232.22,32.51,199.71,118.45,81.26
3423,1842,169,2,6.24,12.48,2.0,10.48,4.7,5.78
3424,1843,130,1,255.96,255.96,12.8,243.16,140.62,102.54
3425,1843,235,1,27.26,27.26,1.36,25.9,11.94,13.96
3426,1843,119,2,201.72,403.44,20.17,383.27,195.84,187.43
3427,1844,255,1,35.81,35.81,0.0,35.81,21.31,14.5
3428,1845,117,1,177.36,177.36,15.96,161.4,93.41,67.99
3429,1845,122,1,251.18,251.18,22.61,228.57,120.38,108.19
3430,1845,121,2,38.63,77.26,6.95,70.31,42.74,27.57
3431,1845,130,3,255.96,767.88,69.11,698.77,421.86,276.91
3432,1846,144,1,70.97,70.97,0.0,70.97,36.64,34.33
3433,1846,123,1,16.42,16.42,0.0,16.42,8.22,8.2
3434,1847,123,1,16.42,16.42,0.0,16.42,8.22,8.2
3435,1847,132,3,102.64,307.92,0.0,307.92,160.32,147.6
3436,1847,150,1,79.07,79.07,0.0,79.07,37.09,41.98
3437,1848,124,2,179.34,358.68,10.76,347.92,203.6,144.32
3438,1849,150,1,79.07,79.07,0.0,79.07,37.09,41.98
3439,1849,141,1,192.76,192.76,0.0,192.76,95.59,97.17
3440,1850,145,3,162.58,487.74,0.0,487.74,247.5,240.24
3441,1851,83,1,94.75,94.75,2.84,91.91,38.86,53.05
3442,1852,148,1,209.46,209.46,50.27,159.19,105.44,53.75
3443,1853,251,1,55.37,55.37,9.97,45.4,29.12,16.28
3444,1853,57,1,52.46,52.46,9.44,43.02,22.86,20.16
3445,1853,229,1,47.57,47.57,8.56,39.01,23.62,15.39
3446,1854,16,1,300.83,300.83,0.0,300.83,172.04,128.79
3447,1855,77,1,31.18,31.18,4.99,26.19,13.88,12.31
3448,1855,85,1,35.55,35.55,5.69,29.86,16.18,13.68
3449,1856,84,1,16.57,16.57,4.64,11.93,6.92,5.01
3450,1857,135,1,250.2,250.2,0.0,250.2,133.63,116.57
3451,1858,122,1,251.18,251.18,90.42,160.76,120.38,40.38
3452,1858,98,1,49.31,49.31,17.75,31.56,20.18,11.38
3453,1859,141,3,192.76,578.28,46.26,532.02,286.77,245.25
3454,1860,64,2,64.14,128.28,29.5,98.78,56.1,42.68
3455,1861,138,1,251.37,251.37,40.22,211.15,124.7,86.45
3456,1861,189,1,303.59,303.59,48.57,255.02,156.28,98.74
3457,1862,115,1,59.84,59.84,0.0,59.84,28.13,31.71
3458,1862,135,1,250.2,250.2,0.0,250.2,133.63,116.57
3459,1863,179,1,170.72,170.72,0.0,170.72,87.45,83.27
3460,1864,193,1,156.39,156.39,46.92,109.47,77.52,31.95
3461,1864,119,1,201.72,201.72,60.52,141.2,97.92,43.28
3462,1864,180,1,164.53,164.53,49.36,115.17,81.31,33.86
3463,1865,253,1,61.67,61.67,0.0,61.67,33.62,28.05
3464,1865,205,1,299.18,299.18,0.0,299.18,160.65,138.53
3465,1865,187,3,136.48,409.43999999999994,0.0,409.44,193.44,216.0
3466,1865,180,1,164.53,164.53,0.0,164.53,81.31,83.22
3467,1866,148,1,209.46,209.46,0.0,209.46,105.44,104.02
3468,1866,98,2,49.31,98.62,0.0,98.62,40.36,58.26
3469,1867,34,2,49.44,98.88,2.97,95.91,56.0,39.91
3470,1868,177,1,63.64,63.64,0.0,63.64,26.16,37.48
3471,1868,165,2,71.87,143.74,0.0,143.74,59.52,84.22
3472,1868,157,1,56.09,56.09,0.0,56.09,20.48,35.61
3473,1869,108,1,101.65,101.65,2.03,99.62,46.27,53.35
3474,1869,271,1,29.38,29.38,0.59,28.79,16.2,12.59
3475,1869,293,2,878.26,1756.52,35.13,1721.39,1036.06,685.33
3476,1870,110,1,47.0,47.0,1.88,45.12,21.0,24.12
3477,1871,94,1,71.82,71.82,2.15,69.67,33.38,36.29
3478,1872,95,2,127.18,254.36,71.22,183.14,105.16,77.98
3479,1873,283,3,399.69,1199.07,215.83,983.24,672.6,310.64
3480,1873,208,1,37.46,37.46,6.74,30.72,19.75,10.97
3481,1873,19,1,155.91,155.91,28.06,127.85,97.97,29.88
3482,1874,95,2,127.18,254.36,91.57,162.79,105.16,57.63
3483,1874,282,1,647.09,647.09,232.95,414.14,323.54,90.6
3484,1875,225,1,29.27,29.27,6.73,22.54,17.68,4.86
3485,1876,139,1,212.05,212.05,12.72,199.33,111.11,88.22
3486,1877,128,1,203.12,203.12,0.0,203.12,113.02,90.1
3487,1878,127,2,166.81,333.62,0.0,333.62,159.66,173.96
3488,1878,121,3,38.63,115.89000000000001,0.0,115.89,64.11,51.78
3489,1879,120,1,161.81,161.81,14.56,147.25,88.31,58.94
3490,1879,148,1,209.46,209.46,18.85,190.61,105.44,85.17
3491,1880,68,1,55.57,55.57,20.01,35.56,23.58,11.98
3492,1880,86,1,53.26,53.26,19.17,34.09,23.8,10.29
3493,1881,128,1,203.12,203.12,8.12,195.0,113.02,81.98
3494,1881,46,1,27.63,27.63,1.11,26.52,11.25,15.27
3495,1882,271,3,29.38,88.14,0.0,88.14,48.6,39.54
3496,1882,225,1,29.27,29.27,0.0,29.27,17.68,11.59
3497,1882,158,1,94.46,94.46,0.0,94.46,33.16,61.3
3498,1883,283,1,399.69,399.69,0.0,399.69,224.2,175.49
3499,1883,5,1,454.26,454.26,0.0,454.26,296.77,157.49
3500,1884,288,1,199.88,199.88,0.0,199.88,107.3,92.58
3501,1884,236,1,79.68,79.68,0.0,79.68,41.38,38.3
3502,1884,156,1,10.77,10.77,0.0,10.77,3.81,6.96
3503,1885,116,1,48.1,48.1,3.85,44.25,23.14,21.11
3504,1886,142,1,222.93,222.93,0.0,222.93,123.59,99.34
3505,1886,144,1,70.97,70.97,0.0,70.97,36.64,34.33
3506,1886,219,1,24.34,24.34,0.0,24.34,12.97,11.37
3507,1886,229,1,47.57,47.57,0.0,47.57,23.62,23.95
3508,1887,2,1,162.08,162.08,61.59,100.49,101.56,-1.07
3509,1888,137,1,118.87,118.87,20.21,98.66,64.7,33.96
3510,1888,94,1,71.82,71.82,12.21,59.61,33.38,26.23
3511,1888,244,1,72.58,72.58,12.34,60.24,32.43,27.81
3512,1888,148,1,209.46,209.46,35.61,173.85,105.44,68.41
3513,1889,237,2,34.29,68.58,17.14,51.44,32.32,19.12
3514,1889,248,1,40.24,40.24,10.06,30.18,19.1,11.08
3515,1890,116,1,48.1,48.1,0.48,47.62,23.14,24.48
3516,1890,92,1,155.97,155.97,1.56,154.41,76.64,77.77
3517,1891,222,1,39.28,39.28,1.96,37.32,20.3,17.02
3518,1891,20,1,61.07,61.07,3.05,58.02,39.62,18.4
3519,1892,231,1,79.55,79.55,0.0,79.55,41.55,38.0
3520,1892,293,1,878.26,878.26,0.0,878.26,518.03,360.23
3521,1893,227,1,32.35,32.35,0.0,32.35,16.99,15.36
3522,1893,246,1,50.57,50.57,0.0,50.57,23.83,26.74
3523,1893,240,1,16.46,16.46,0.0,16.46,8.51,7.95
3524,1894,230,1,66.49,66.49,0.0,66.49,32.45,34.04
3525,1895,46,1,27.63,27.63,5.53,22.1,11.25,10.85
3526,1895,213,1,30.93,30.93,6.19,24.74,16.13,8.61
3527,1895,246,1,50.57,50.57,10.11,40.46,23.83,16.63
3528,1896,90,1,78.17,78.17,17.98,60.19,34.77,25.42
3529,1896,246,1,50.57,50.57,11.63,38.94,23.83,15.11
3530,1896,252,1,39.2,39.2,9.02,30.18,18.43,11.75
3531,1897,77,2,31.18,62.36,0.0,62.36,27.76,34.6
3532,1897,234,1,56.84,56.84,0.0,56.84,29.55,27.29
3533,1897,238,1,20.16,20.16,0.0,20.16,10.54,9.62
3534,1898,247,1,90.78,90.78,3.63,87.15,39.5,47.65
3535,1899,250,1,16.64,16.64,3.83,12.81,8.28,4.53
3536,1899,261,1,8.01,8.01,1.84,6.17,4.59,1.58
3537,1900,238,1,20.16,20.16,0.0,20.16,10.54,9.62
3538,1900,233,1,10.18,10.18,0.0,10.18,5.26,4.92
3539,1900,119,1,201.72,201.72,0.0,201.72,97.92,103.8
3540,1901,294,1,563.94,563.94,16.92,547.02,314.72,232.3
3541,1902,221,3,23.7,71.1,23.46,47.64,37.14,10.5
3542,1903,222,1,39.28,39.28,3.54,35.74,20.3,15.44
3543,1903,216,1,17.45,17.45,1.57,15.88,8.66,7.22
3544,1904,227,1,32.35,32.35,0.0,32.35,16.99,15.36
3545,1904,228,1,28.94,28.94,0.0,28.94,16.51,12.43
3546,1905,218,2,33.07,66.14,0.0,66.14,33.88,32.26
3547,1906,158,1,94.46,94.46,0.0,94.46,33.16,61.3
3548,1906,218,1,33.07,33.07,0.0,33.07,16.94,16.13
3549,1907,216,2,17.45,34.9,0.0,34.9,17.32,17.58
3550,1907,190,1,57.73,57.73,0.0,57.73,31.36,26.37
3551,1908,215,1,25.06,25.06,0.0,25.06,13.1,11.96
3552,1908,260,1,8.93,8.93,0.0,8.93,5.47,3.46
3553,1909,40,1,291.69,291.69,23.34,268.35,177.49,90.86
3554,1909,211,1,37.32,37.32,2.99,34.33,19.17,15.16
3555,1910,147,2,55.46,110.92,14.42,96.5,54.36,42.14
3556,1911,34,1,49.44,49.44,9.39,40.05,28.0,12.05
3557,1912,214,1,41.77,41.77,0.0,41.77,21.33,20.44
3558,1913,284,1,47.0,47.0,0.0,47.0,24.82,22.18
3559,1914,241,1,19.8,19.8,0.0,19.8,9.42,10.38
3560,1915,114,1,172.18,172.18,0.0,172.18,76.35,95.83
3561,1915,91,1,136.48,136.48,0.0,136.48,61.55,74.93
3562,1916,71,1,126.72,126.72,0.0,126.72,48.32,78.4
3563,1917,151,1,47.78,47.78,14.33,33.45,17.94,15.51
3564,1918,107,1,157.68,157.68,14.19,143.49,73.74,69.75
3565,1918,169,1,6.24,6.24,0.56,5.68,2.35,3.33
3566,1919,159,1,74.04,74.04,24.43,49.61,28.73,20.88
3567,1919,160,1,76.38,76.38,25.21,51.17,27.43,23.74
3568,1920,132,3,102.64,307.92,18.48,289.44,160.32,129.12
3569,1921,168,2,21.47,42.94,0.0,42.94,14.94,28.0
3570,1921,230,1,66.49,66.49,0.0,66.49,32.45,34.04
3571,1922,156,1,10.77,10.77,1.72,9.05,3.81,5.24
3572,1922,167,1,64.78,64.78,10.36,54.42,22.93,31.49
3573,1923,176,1,43.84,43.84,15.34,28.5,16.81,11.69
3574,1924,154,2,79.17,158.34,20.58,137.76,58.98,78.78
3575,1925,151,1,47.78,47.78,0.0,47.78,17.94,29.84
3576,1925,273,1,26.83,26.83,0.0,26.83,14.98,11.85
3577,1925,97,1,76.22,76.22,0.0,76.22,36.4,39.82
3578,1926,153,1,89.75,89.75,4.49,85.26,33.95,51.31
3579,1926,90,1,78.17,78.17,3.91,74.26,34.77,39.49
3580,1927,142,1,222.93,222.93,24.52,198.41,123.59,74.82
3581,1927,105,1,166.97,166.97,18.37,148.6,80.93,67.67
3582,1928,61,1,109.86,109.86,0.0,109.86,41.93,67.93
3583,1929,169,2,6.24,12.48,0.5,11.98,4.7,7.28
3584,1929,103,2,90.94,181.88,7.28,174.6,76.08,98.52
3585,1929,121,1,38.63,38.63,1.55,37.08,21.37,15.71
3586,1929,90,2,78.17,156.34,6.25,150.09,69.54,80.55
3587,1930,5,1,454.26,454.26,0.0,454.26,296.77,157.49
3588,1931,93,1,146.43,146.43,13.18,133.25,67.99,65.26
3589,1931,90,2,78.17,156.34,14.07,142.27,69.54,72.73
3590,1931,178,1,79.57,79.57,7.16,72.41,27.64,44.77
3591,1932,153,1,89.75,89.75,2.69,87.06,33.95,53.11
3592,1932,281,1,657.42,657.42,19.72,637.7,360.61,277.09
3593,1933,178,1,79.57,79.57,16.71,62.86,27.64,35.22
3594,1933,194,1,54.84,54.84,11.52,43.32,25.72,17.6
3595,1934,98,1,49.31,49.31,14.79,34.52,20.18,14.34
3596,1934,97,3,76.22,228.66,68.6,160.06,109.2,50.86
3597,1934,109,1,176.38,176.38,52.91,123.47,73.36,50.11
3598,1934,170,1,58.85,58.85,17.66,41.19,21.43,19.76
3599,1935,95,1,127.18,127.18,24.16,103.02,52.58,50.44
3600,1935,182,1,50.61,50.61,9.62,40.99,24.23,16.76
3601,1935,159,2,74.04,148.08,28.14,119.94,57.46,62.48
3602,1935,177,1,63.64,63.64,12.09,51.55,26.16,25.39
3603,1936,254,1,51.78,51.78,0.0,51.78,33.35,18.43
3604,1936,276,1,653.31,653.31,0.0,653.31,342.94,310.37
3605,1937,102,1,143.53,143.53,50.24,93.29,63.09,30.2
3606,1937,161,3,52.51,157.53,55.14,102.39,59.28,43.11
3607,1938,96,3,182.08,546.24,76.47,469.77,232.77,237.0
3608,1938,104,2,138.46,276.92,38.77,238.15,134.4,103.75
3609,1938,161,1,52.51,52.51,7.35,45.16,19.76,25.4
3610,1939,255,1,35.81,35.81,11.82,23.99,21.31,2.68
3611,1940,249,2,90.7,181.4,0.0,181.4,93.26,88.14
3612,1941,114,1,172.18,172.18,43.04,129.14,76.35,52.79
3613,1941,248,1,40.24,40.24,10.06,30.18,19.1,11.08
3614,1942,110,1,47.0,47.0,4.23,42.77,21.0,21.77
3615,1942,109,3,176.38,529.14,47.62,481.52,220.08,261.44
3616,1943,109,1,176.38,176.38,0.0,176.38,73.36,103.02
3617,1943,236,1,79.68,79.68,0.0,79.68,41.38,38.3
3618,1943,109,1,176.38,176.38,0.0,176.38,73.36,103.02
3619,1944,171,2,26.6,53.2,0.0,53.2,21.06,32.14
3620,1945,267,1,43.71,43.71,0.0,43.71,27.64,16.07
3621,1946,256,2,62.81,125.62,0.0,125.62,68.76,56.86
3622,1947,56,1,45.25,45.25,16.29,28.96,17.91,11.05
3623,1947,258,1,45.85,45.85,16.51,29.34,27.46,1.88
3624,1947,264,1,36.36,36.36,13.09,23.27,21.61,1.66
3625,1947,79,3,33.16,99.47999999999999,35.81,63.67,45.33,18.34
3626,1948,152,1,22.41,22.41,3.81,18.6,7.75,10.85
3627,1949,260,2,8.93,17.86,0.0,17.86,10.94,6.92
3628,1949,274,1,60.3,60.3,0.0,60.3,33.05,27.25
3629,1949,273,1,26.83,26.83,0.0,26.83,14.98,11.85
3630,1950,272,1,30.03,30.03,0.0,30.03,18.61,11.42
3631,1951,253,2,61.67,123.34,2.47,120.87,67.24,53.63
3632,1951,267,3,43.71,131.13,2.62,128.51,82.92,45.59
3633,1952,274,1,60.3,60.3,0.0,60.3,33.05,27.25
3634,1952,254,1,51.78,51.78,0.0,51.78,33.35,18.43
3635,1953,256,1,62.81,62.81,0.0,62.81,34.38,28.43
3636,1953,263,1,23.84,23.84,0.0,23.84,15.72,8.12
3637,1954,265,2,40.93,81.86,5.73,76.13,45.18,30.95
3638,1954,257,1,33.22,33.22,2.33,30.89,19.54,11.35
3639,1954,248,2,40.24,80.48,5.63,74.85,38.2,36.65
3640,1954,262,1,42.62,42.62,2.98,39.64,25.82,13.82
3641,1955,10,1,311.99,311.99,0.0,311.99,178.21,133.78
3642,1956,262,1,42.62,42.62,0.0,42.62,25.82,16.8
3643,1956,265,1,40.93,40.93,0.0,40.93,22.59,18.34
3644,1956,43,2,13.1,26.2,0.0,26.2,11.28,14.92
3645,1956,98,1,49.31,49.31,0.0,49.31,20.18,29.13
3646,1957,261,1,8.01,8.01,0.48,7.53,4.59,2.94
3647,1958,268,1,47.97,47.97,0.0,47.97,27.14,20.83
3648,1959,268,1,47.97,47.97,7.2,40.77,27.14,13.63
3649,1960,257,1,33.22,33.22,9.3,23.92,19.54,4.38
3650,1961,258,1,45.85,45.85,1.83,44.02,27.46,16.56
3651,1962,103,1,90.94,90.94,3.64,87.3,38.04,49.26
3652,1963,116,2,48.1,96.2,2.89,93.31,46.28,47.03
3653,1963,205,2,299.18,598.36,17.95,580.41,321.3,259.11
3654,1963,203,1,160.15,160.15,4.8,155.35,77.39,77.96
3655,1964,180,1,164.53,164.53,21.39,143.14,81.31,61.83
3656,1965,238,1,20.16,20.16,0.0,20.16,10.54,9.62
3657,1966,206,1,314.04,314.04,0.0,314.04,148.82,165.22
3658,1967,191,1,100.48,100.48,0.0,100.48,52.3,48.18
3659,1967,195,1,195.81,195.81,0.0,195.81,102.73,93.08
3660,1968,182,1,50.61,50.61,0.0,50.61,24.23,26.38
3661,1968,183,1,283.06,283.06,0.0,283.06,141.1,141.96
3662,1969,209,1,21.87,21.87,8.53,13.34,11.18,2.16
3663,1969,135,1,250.2,250.2,97.58,152.62,133.63,18.99
3664,1970,188,1,270.84,270.84,18.96,251.88,124.95,126.93
3665,1970,20,1,61.07,61.07,4.27,56.8,39.62,17.18
3666,1971,202,1,278.23,278.23,52.86,225.37,137.63,87.74
3667,1972,229,1,47.57,47.57,7.14,40.43,23.62,16.81
3668,1973,135,3,250.2,750.5999999999999,0.0,750.6,400.89,349.71
3669,1973,131,2,96.8,193.6,0.0,193.6,99.22,94.38
3670,1974,250,1,16.64,16.64,0.0,16.64,8.28,8.36
3671,1974,163,1,94.11,94.11,0.0,94.11,34.37,59.74
3672,1975,102,1,143.53,143.53,0.0,143.53,63.09,80.44
3673,1975,119,1,201.72,201.72,0.0,201.72,97.92,103.8
3674,1975,116,2,48.1,96.2,0.0,96.2,46.28,49.92
3675,1976,118,1,64.49,64.49,12.9,51.59,34.87,16.72
3676,1977,121,2,38.63,77.26,13.91,63.35,42.74,20.61
3677,1977,94,1,71.82,71.82,12.93,58.89,33.38,25.51
3678,1978,136,2,217.18,434.36,52.12,382.24,235.24,147.0
3679,1978,176,1,43.84,43.84,5.26,38.58,16.81,21.77
3680,1978,106,1,153.44,153.44,18.41,135.03,65.17,69.86
3681,1979,186,2,106.33,212.66,0.0,212.66,95.98,116.68
3682,1979,278,1,442.26,442.26,0.0,442.26,232.21,210.05
3683,1980,142,1,222.93,222.93,11.15,211.78,123.59,88.19
3684,1980,246,1,50.57,50.57,2.53,48.04,23.83,24.21
3685,1980,226,1,18.92,18.92,0.95,17.97,11.4,6.57
3686,1981,282,1,647.09,647.09,245.89,401.2,323.54,77.66
3687,1981,97,3,76.22,228.66,86.89,141.77,109.2,32.57
3688,1981,129,2,160.1,320.2,121.68,198.52,153.88,44.64
3689,1982,93,1,146.43,146.43,0.0,146.43,67.99,78.44
3690,1982,122,1,251.18,251.18,0.0,251.18,120.38,130.8
3691,1983,104,1,138.46,138.46,0.0,138.46,67.2,71.26
3692,1983,198,3,115.36,346.08,0.0,346.08,183.0,163.08
3693,1984,273,2,26.83,53.66,6.44,47.22,29.96,17.26
3694,1985,136,1,217.18,217.18,28.23,188.95,117.62,71.33
3695,1986,285,2,232.22,464.44,0.0,464.44,236.9,227.54
3696,1987,118,3,64.49,193.46999999999997,3.87,189.6,104.61,84.99
3697,1988,146,1,17.17,17.17,3.09,14.08,9.56,4.52
3698,1989,102,1,143.53,143.53,0.0,143.53,63.09,80.44
3699,1989,135,1,250.2,250.2,0.0,250.2,133.63,116.57
3700,1989,6,1,214.0,214.0,0.0,214.0,127.2,86.8
3701,1990,124,1,179.34,179.34,64.56,114.78,101.8,12.98
3702,1991,102,1,143.53,143.53,0.0,143.53,63.09,80.44
3703,1992,219,2,24.34,48.68,0.0,48.68,25.94,22.74
3704,1993,70,3,55.03,165.09,13.21,151.88,75.33,76.55
3705,1993,215,2,25.06,50.12,4.01,46.11,26.2,19.91
3706,1993,213,2,30.93,61.86,4.95,56.91,32.26,24.65
3707,1994,240,1,16.46,16.46,0.0,16.46,8.51,7.95
3708,1995,235,1,27.26,27.26,4.63,22.63,11.94,10.69
3709,1995,71,1,126.72,126.72,21.54,105.18,48.32,56.86
3710,1996,54,1,43.21,43.21,0.0,43.21,19.56,23.65
3711,1996,137,1,118.87,118.87,0.0,118.87,64.7,54.17
3712,1996,145,2,162.58,325.16,0.0,325.16,165.0,160.16
3713,1997,255,1,35.81,35.81,0.0,35.81,21.31,14.5
3714,1997,250,1,16.64,16.64,0.0,16.64,8.28,8.36
3715,1998,101,1,171.21,171.21,0.0,171.21,78.21,93.0
3716,1999,234,1,56.84,56.84,0.0,56.84,29.55,27.29
3717,2000,61,1,109.86,109.86,10.99,98.87,41.93,56.94
3718,2000,238,3,20.16,60.480000000000004,6.05,54.43,31.62,22.81
3719,2001,241,1,19.8,19.8,0.0,19.8,9.42,10.38
3720,2002,252,1,39.2,39.2,7.84,31.36,18.43,12.93
3721,2002,244,1,72.58,72.58,14.52,58.06,32.43,25.63
3722,2003,242,1,66.33,66.33,13.27,53.06,33.39,19.67
3723,2004,14,1,572.8,572.8,0.0,572.8,385.14,187.66
