return_id,order_item_id,return_date,return_reason,refund_amount
611,12301,2026-08-23,Changed mind,258.89
612,12319,2025-12-21,Changed mind,52.32
613,12385,2024-04-03,Not as described,160.51
614,12389,2024-07-08,Wrong size/fit,153.44
615,12394,2024-09-25,Not as described,54.88
616,12404,2025-02-20,Changed mind,81.24
617,12414,2026-08-31,Defective/damaged,31.29
618,12428,2024-06-23,Not as described,39.36
619,12457,2025-05-11,Changed mind,84.65
620,12468,2025-02-03,Changed mind,60.97
621,12477,2025-08-30,Changed mind,64.64
622,12479,2025-10-16,Wrong size/fit,513.47
623,12489,2024-02-04,Wrong size/fit,61.88
624,12508,2026-01-22,Defective/damaged,35.9
625,12550,2025-03-21,Changed mind,312.96
626,12557,2026-03-04,Changed mind,160.15
627,12618,2024-06-26,Changed mind,51.36
628,12623,2025-01-25,Wrong size/fit,51.36
629,12626,2025-12-18,Changed mind,97.6
630,12653,2026-08-07,Changed mind,56.59
631,12695,2026-07-17,Changed mind,184.87
632,12696,2026-07-13,Defective/damaged,126.31
633,12757,2025-10-19,Changed mind,397.36
634,12778,2025-08-25,Changed mind,166.07
635,12785,2025-12-31,Not as described,76.12
636,12797,2025-09-25,Not as described,199.88
637,12812,2025-12-19,Wrong size/fit,413.37
638,12824,2026-04-19,Defective/damaged,1962.9
639,12901,2024-09-28,Defective/damaged,34.48
640,12904,2024-12-08,Changed mind,87.12
641,12933,2023-03-08,Changed mind,38.63
642,12971,2024-04-28,Wrong size/fit,253.44
643,12997,2026-06-25,Wrong size/fit,121.65
644,13005,2023-07-05,Changed mind,22.23
645,13064,2023-11-25,Defective/damaged,183.24
646,13084,2025-06-19,Not as described,45.85
647,13131,2025-09-12,Changed mind,78.19
648,13197,2025-11-23,Defective/damaged,110.21
649,13230,2024-08-04,Defective/damaged,247.7
650,13234,2024-09-19,Not as described,141.94
651,13300,2026-08-24,Changed mind,104.29
652,13342,2023-09-14,Defective/damaged,60.48
653,13371,2024-08-31,Not as described,25.74
654,13376,2024-09-22,Wrong size/fit,97.58
655,13401,2026-05-15,Defective/damaged,631.99
656,13416,2026-02-28,Changed mind,399.69
657,13422,2026-04-22,Changed mind,47.57
658,13430,2026-05-25,Defective/damaged,163.95
659,13445,2025-04-29,Not as described,333.94
660,13454,2025-10-17,Not as described,79.4
661,13460,2025-10-31,Wrong size/fit,151.8
662,13479,2023-04-16,Not as described,123.52
663,13488,2026-06-16,Changed mind,171.9
664,13506,2024-03-04,Defective/damaged,668.84
665,13526,2025-07-31,Defective/damaged,318.84
666,13528,2025-10-11,Wrong size/fit,24.01
667,13541,2026-08-14,Not as described,65.1
668,13547,2023-09-21,Changed mind,284.25
669,13558,2024-10-18,Wrong size/fit,118.03
670,13628,2026-02-02,Defective/damaged,367.71
671,13658,2026-07-14,Changed mind,66.07
672,13682,2023-12-11,Defective/damaged,31.29
673,13683,2023-12-08,Defective/damaged,63.58
674,13702,2026-02-03,Not as described,59.63
675,13704,2026-02-28,Not as described,37.47
676,13708,2026-05-21,Changed mind,74.37
677,13712,2026-07-19,Wrong size/fit,34.41
678,13734,2023-08-29,Not as described,64.14
679,13735,2023-08-29,Not as described,33.14
680,13738,2023-11-20,Wrong size/fit,106.15
681,13753,2023-09-27,Not as described,79.42
682,13772,2024-12-22,Defective/damaged,572.8
683,13777,2025-08-09,Not as described,397.64
684,13778,2025-08-23,Changed mind,287.36
685,13799,2024-08-26,Not as described,209.72
686,13812,2024-01-09,Changed mind,181.4
687,13818,2024-03-10,Changed mind,55.37
688,13820,2024-03-20,Wrong size/fit,137.64
689,13836,2025-10-18,Defective/damaged,34.29
690,13847,2024-12-12,Defective/damaged,94.06
691,13849,2024-12-22,Not as described,160.95
692,13859,2025-05-17,Changed mind,40.93
693,13866,2023-08-10,Wrong size/fit,50.81
694,13893,2025-10-02,Defective/damaged,140.15
695,13922,2025-07-28,Changed mind,141.88
696,13925,2025-08-25,Defective/damaged,678.08
697,13949,2023-01-21,Wrong size/fit,55.57
698,13951,2025-10-09,Changed mind,910.77
699,13958,2025-01-23,Defective/damaged,878.26
700,13961,2025-03-24,Defective/damaged,248.41
701,14124,2025-05-01,Not as described,229.14
702,14137,2026-08-17,Defective/damaged,379.56
703,14177,2023-06-11,Defective/damaged,125.62
704,14199,2026-07-21,Not as described,105.02
705,14200,2026-07-25,Wrong size/fit,71.82
706,14212,2025-02-07,Not as described,7.86
707,14221,2024-06-25,Wrong size/fit,38.8
708,14226,2024-10-28,Not as described,30.24
709,14228,2024-11-16,Wrong size/fit,21.33
710,14229,2024-12-04,Wrong size/fit,76.67
711,14244,2024-08-17,Changed mind,41.28
712,14251,2024-11-30,Changed mind,198.94
713,14271,2024-05-13,Wrong size/fit,148.76
714,14284,2025-01-18,Wrong size/fit,287.06
715,14292,2025-04-04,Not as described,108.13
716,14309,2026-03-02,Defective/damaged,442.26
717,14331,2025-08-30,Changed mind,77.44
718,14346,2025-06-18,Wrong size/fit,62.36
719,14351,2025-02-17,Changed mind,653.31
720,14358,2025-04-25,Wrong size/fit,31.18
721,14391,2024-11-05,Changed mind,237.74
722,14488,2024-10-21,Defective/damaged,400.95
723,14512,2023-11-13,Defective/damaged,52.51
724,14533,2024-08-25,Not as described,486.96
725,14542,2025-06-04,Changed mind,380.8
726,14553,2025-07-25,Defective/damaged,563.66
727,14566,2026-02-24,Defective/damaged,155.91
728,14635,2025-04-10,Changed mind,193.88
729,14640,2025-07-01,Not as described,100.31
730,14662,2026-01-21,Changed mind,232.22
731,14684,2024-12-06,Changed mind,157.68
732,14748,2024-10-19,Changed mind,57.19
733,14753,2024-11-30,Changed mind,115.36
734,14763,2023-02-13,Defective/damaged,33.38
735,14776,2023-06-10,Changed mind,336.92
736,14819,2025-07-15,Defective/damaged,173.34
737,14864,2026-09-16,Changed mind,534.89
738,14868,2023-08-19,Defective/damaged,41.77
739,14880,2025-10-17,Defective/damaged,100.15
740,14881,2025-10-14,Not as described,720.17
741,14887,2025-11-25,Defective/damaged,657.42
742,14928,2026-01-17,Changed mind,45.25
743,14944,2024-02-26,Defective/damaged,219.83
744,14949,2024-08-28,Defective/damaged,133.86
745,14954,2025-01-19,Not as described,17.43
746,14961,2025-05-25,Changed mind,429.98
747,14970,2025-02-12,Changed mind,227.61
748,14972,2025-05-12,Not as described,70.39
749,14992,2025-11-06,Not as described,41.77
750,14995,2026-01-18,Changed mind,358.68
751,15020,2026-08-03,Not as described,76.12
752,15031,2023-10-20,Wrong size/fit,41.09
753,15074,2024-05-23,Defective/damaged,657.42
754,15085,2026-08-06,Not as described,270.84
755,15104,2023-08-11,Wrong size/fit,258.55
756,15105,2023-08-24,Defective/damaged,249.53
757,15111,2025-12-02,Changed mind,160.15
758,15118,2026-04-03,Not as described,95.75
759,15136,2026-07-19,Changed mind,26.0
760,15141,2024-03-29,Defective/damaged,79.07
761,15149,2024-06-08,Defective/damaged,109.16
762,15151,2024-06-29,Defective/damaged,251.14
763,15173,2024-11-11,Defective/damaged,113.05
764,15182,2025-04-03,Wrong size/fit,19.89
765,15225,2025-06-17,Changed mind,83.32
766,15258,2024-08-05,Changed mind,367.13
767,15262,2025-05-10,Wrong size/fit,29.31
768,15272,2025-12-15,Not as described,37.15
769,15299,2023-02-10,Changed mind,78.5
770,15307,2023-12-06,Changed mind,278.62
771,15396,2026-08-15,Changed mind,111.72
772,15461,2026-04-04,Changed mind,287.06
773,15506,2026-06-06,Wrong size/fit,127.62
774,15508,2025-01-12,Not as described,189.5
775,15558,2026-03-15,Changed mind,47.03
776,15584,2024-01-11,Wrong size/fit,78.19
777,15586,2024-02-07,Defective/damaged,62.76
778,15632,2026-08-28,Changed mind,246.49
779,15675,2025-04-20,Not as described,47.0
780,15706,2024-04-24,Changed mind,1738.95
781,15710,2024-06-15,Changed mind,662.63
782,15719,2025-02-27,Defective/damaged,727.0
783,15721,2025-05-01,Wrong size/fit,32.87
784,15723,2025-05-24,Changed mind,70.37
785,15747,2024-01-17,Changed mind,246.49
786,15793,2026-01-11,Changed mind,76.9
787,15797,2026-08-29,Changed mind,153.44
788,15800,2026-09-02,Defective/damaged,272.52
789,15853,2024-12-29,Defective/damaged,359.72
790,15886,2026-01-24,Not as described,1015.38
791,15889,2026-02-01,Changed mind,239.99
792,15905,2026-08-10,Not as described,450.75
793,15911,2025-12-14,Wrong size/fit,64.14
794,15913,2026-02-07,Wrong size/fit,49.34
795,15915,2026-02-15,Wrong size/fit,78.19
796,15940,2024-02-27,Not as described,1306.62
797,15947,2024-03-12,Not as described,878.26
798,15951,2024-06-27,Changed mind,398.26
799,15959,2024-09-02,Not as described,183.24
800,15974,2025-02-21,Not as described,1927.08
801,15981,2024-08-04,Wrong size/fit,166.97
802,15987,2025-03-09,Wrong size/fit,154.65
803,16003,2026-01-22,Wrong size/fit,117.37
804,16004,2026-01-31,Wrong size/fit,117.37
805,16005,2026-02-03,Changed mind,174.84
806,16023,2024-10-09,Wrong size/fit,62.48
807,16034,2025-03-09,Wrong size/fit,96.66
808,16045,2025-04-26,Wrong size/fit,95.87
809,16046,2025-04-21,Wrong size/fit,42.3
810,16047,2025-04-22,Changed mind,141.91
811,16053,2025-08-14,Wrong size/fit,90.94
812,16054,2025-08-02,Wrong size/fit,364.16
813,16072,2023-06-09,Changed mind,261.74
814,16080,2024-12-24,Not as described,38.06
815,16109,2024-08-21,Defective/damaged,272.52
816,16155,2026-05-09,Defective/damaged,727.0
817,16197,2025-06-17,Not as described,578.29
818,16220,2026-02-01,Defective/damaged,657.42
819,16221,2026-02-03,Not as described,105.59
820,16226,2026-03-10,Not as described,32.45
821,16239,2024-04-22,Not as described,44.09
822,16245,2025-04-08,Not as described,391.62
823,16272,2026-08-18,Changed mind,227.34
824,16290,2024-04-05,Changed mind,162.55
825,16308,2024-12-25,Not as described,50.69
826,16322,2026-01-01,Wrong size/fit,77.35
827,16333,2024-06-28,Wrong size/fit,157.68
828,16334,2024-06-27,Changed mind,2041.02
829,16336,2024-08-17,Defective/damaged,1756.52
830,16341,2024-11-05,Not as described,359.43
831,16351,2025-02-13,Not as described,47.03
832,16363,2026-05-23,Not as described,498.26
833,16367,2026-09-04,Wrong size/fit,125.42
834,16389,2024-01-23,Wrong size/fit,257.13
835,16412,2024-09-12,Not as described,1475.37
836,16413,2024-10-03,Wrong size/fit,127.39
837,16416,2024-12-23,Wrong size/fit,105.65
838,16501,2024-08-28,Changed mind,292.06
839,16509,2025-01-13,Wrong size/fit,467.91
840,16513,2025-03-08,Wrong size/fit,42.3
841,16517,2025-09-24,Wrong size/fit,76.22
842,16524,2026-01-21,Not as described,181.88
843,16550,2026-05-27,Changed mind,45.01
844,16578,2024-06-07,Changed mind,45.82
845,16603,2026-07-07,Defective/damaged,30.54
846,16657,2025-07-17,Changed mind,14.64
847,16666,2025-11-29,Defective/damaged,35.09
848,16686,2023-11-01,Wrong size/fit,101.19
849,16690,2024-04-19,Wrong size/fit,40.41
850,16694,2024-05-04,Changed mind,33.16
851,16725,2024-04-30,Wrong size/fit,254.36
852,16728,2025-12-29,Defective/damaged,64.84
853,16732,2026-05-06,Changed mind,69.53
854,16733,2026-05-04,Changed mind,676.26
855,16753,2024-12-29,Changed mind,358.68
856,16767,2025-12-23,Wrong size/fit,166.97
857,16768,2024-10-08,Not as described,93.89
858,16779,2025-06-11,Wrong size/fit,76.4
859,16786,2024-12-18,Defective/damaged,163.21
860,16810,2025-10-25,Not as described,43.71
861,16835,2026-04-12,Changed mind,155.5
862,16849,2024-07-23,Wrong size/fit,90.5
863,16861,2024-04-05,Changed mind,543.48
864,16886,2025-01-18,Wrong size/fit,96.96
865,16895,2025-05-18,Defective/damaged,237.17
866,16915,2026-05-26,Defective/damaged,89.75
867,16930,2024-11-16,Defective/damaged,8.01
868,16940,2025-08-11,Wrong size/fit,272.96
869,16957,2023-11-18,Changed mind,76.12
870,16964,2024-05-31,Not as described,26.6
871,16972,2025-06-14,Wrong size/fit,12.88
872,16979,2025-11-07,Wrong size/fit,76.1
873,17051,2024-07-13,Changed mind,19.21
874,17066,2025-03-04,Changed mind,209.46
875,17077,2024-10-04,Changed mind,120.56
876,17105,2025-08-21,Changed mind,97.57
877,17124,2024-01-12,Wrong size/fit,91.64
878,17131,2024-03-11,Changed mind,126.72
879,17174,2025-02-17,Defective/damaged,145.12
880,17214,2025-01-18,Changed mind,69.7
881,17227,2026-06-21,Wrong size/fit,131.83
882,17235,2023-04-28,Changed mind,47.0
883,17289,2025-08-15,Changed mind,420.15
884,17327,2024-10-06,Not as described,52.53
885,17350,2026-01-06,Defective/damaged,666.73
886,17355,2026-06-19,Changed mind,1314.84
887,17360,2025-11-28,Not as described,214.0
888,17369,2026-03-27,Changed mind,221.78
889,17372,2026-06-27,Not as described,837.14
890,17405,2026-05-06,Defective/damaged,194.34
891,17417,2026-09-11,Not as described,100.45
892,17431,2025-01-26,Changed mind,33.3
893,17441,2026-04-06,Defective/damaged,76.7
894,17475,2025-11-26,Changed mind,657.24
895,17481,2026-04-01,Changed mind,16.71
896,17564,2024-11-14,Not as described,275.98
897,17611,2024-11-23,Changed mind,78.17
898,17615,2025-01-08,Not as described,223.2
899,17616,2025-01-19,Defective/damaged,24.34
900,17628,2026-07-17,Changed mind,801.9
901,17642,2025-11-23,Changed mind,431.55
902,17645,2025-12-12,Changed mind,28.71
903,17651,2024-01-22,Not as described,297.05
904,17674,2023-08-15,Changed mind,457.9
905,17732,2025-06-11,Not as described,140.53
906,17776,2025-05-18,Changed mind,58.1
907,17799,2024-04-02,Changed mind,30.93
908,17807,2023-10-11,Not as described,300.83
909,17838,2024-10-11,Wrong size/fit,76.22
910,17849,2025-02-10,Changed mind,248.39
911,17855,2023-11-14,Wrong size/fit,21.01
912,17859,2024-07-07,Defective/damaged,549.89
913,17882,2023-09-25,Changed mind,167.7
914,17892,2024-03-19,Not as described,157.68
915,17903,2024-12-22,Not as described,66.31
916,17935,2023-07-10,Not as described,77.92
917,17960,2024-04-16,Wrong size/fit,126.72
918,17961,2024-04-30,Not as described,349.59
919,17993,2025-06-14,Wrong size/fit,125.56
920,17995,2025-08-10,Changed mind,27.63
921,18011,2026-07-27,Changed mind,67.51
922,18052,2024-02-08,Changed mind,151.13
923,18053,2024-02-08,Wrong size/fit,64.1
924,18064,2024-12-05,Wrong size/fit,123.53
925,18077,2024-03-17,Changed mind,130.61
926,18085,2024-07-20,Not as described,46.87
927,18102,2025-01-06,Changed mind,150.23
928,18127,2023-09-23,Defective/damaged,1360.68
929,18139,2026-02-05,Wrong size/fit,143.53
930,18140,2026-02-14,Wrong size/fit,66.79
931,18151,2026-08-04,Not as described,147.3
932,18153,2026-08-23,Changed mind,87.86
933,18162,2025-04-06,Wrong size/fit,166.97
934,18173,2024-12-11,Not as described,18.95
935,18224,2025-11-04,Changed mind,32.66
936,18267,2026-01-14,Defective/damaged,129.08
937,18274,2026-06-29,Changed mind,160.15
938,18289,2025-03-12,Wrong size/fit,129.03
939,18298,2026-06-24,Changed mind,22.15
940,18299,2026-06-23,Changed mind,619.11
941,18310,2023-08-05,Not as described,173.48
942,18350,2024-09-27,Defective/damaged,35.81
943,18411,2023-09-14,Not as described,83.64
944,18438,2026-02-07,Not as described,127.18
945,18465,2025-03-30,Changed mind,19.39
946,18517,2026-04-08,Not as described,46.04
947,18573,2025-07-27,Wrong size/fit,76.1
948,18715,2026-05-04,Changed mind,113.28
949,18744,2025-02-17,Not as described,311.82
950,18753,2024-07-31,Not as described,95.55
951,18772,2026-01-07,Changed mind,16.02
952,18811,2025-09-10,Not as described,98.02
953,18820,2026-05-07,Wrong size/fit,26.64
954,18828,2026-08-12,Defective/damaged,204.15
955,18829,2026-08-24,Not as described,180.29
956,18835,2024-04-16,Defective/damaged,85.53
957,18849,2023-07-10,Defective/damaged,371.71
958,18858,2023-11-29,Changed mind,117.27
959,18878,2024-01-28,Not as described,102.64
960,18884,2024-04-15,Not as described,240.32
961,18895,2023-08-08,Changed mind,133.02
962,18908,2025-06-19,Wrong size/fit,25.98
963,18994,2024-06-16,Changed mind,156.22
964,19027,2026-02-17,Not as described,181.89
965,19093,2024-10-04,Wrong size/fit,151.91
966,19094,2024-10-16,Not as described,47.0
967,19106,2025-07-24,Changed mind,153.44
968,19187,2023-12-01,Changed mind,16.46
969,19222,2025-01-16,Changed mind,647.09
970,19233,2025-09-20,Changed mind,799.38
971,19237,2025-11-04,Defective/damaged,799.22
972,19246,2024-09-16,Not as described,37.46
973,19256,2026-08-11,Wrong size/fit,85.39
974,19286,2024-01-06,Defective/damaged,999.28
975,19294,2024-05-21,Defective/damaged,62.26
976,19296,2024-05-08,Not as described,230.88
977,19300,2024-06-24,Not as described,327.75
978,19312,2024-12-14,Changed mind,272.96
979,19325,2026-05-07,Defective/damaged,181.4
980,19348,2026-02-02,Not as described,346.08
981,19351,2026-04-15,Changed mind,150.88
982,19357,2024-05-19,Defective/damaged,207.81
983,19394,2026-08-22,Changed mind,233.74
984,19400,2025-05-05,Changed mind,50.85
985,19404,2025-05-12,Wrong size/fit,56.45
986,19410,2026-01-22,Not as described,23.98
987,19415,2026-03-03,Not as described,78.07
988,19475,2026-02-17,Not as described,299.76
989,19481,2026-03-25,Defective/damaged,399.69
990,19491,2026-07-15,Defective/damaged,64.37
991,19493,2026-07-21,Not as described,720.17
992,19499,2026-08-02,Changed mind,436.8
993,19512,2024-09-07,Changed mind,96.8
994,19522,2023-10-31,Wrong size/fit,193.98
995,19525,2024-07-24,Defective/damaged,334.8
996,19526,2024-07-16,Changed mind,153.44
997,19565,2026-03-27,Defective/damaged,17.6
998,19568,2026-05-20,Wrong size/fit,210.46
999,19573,2026-06-13,Not as described,71.65
1000,19585,2024-06-13,Changed mind,151.91
1001,19618,2023-05-15,Changed mind,782.38
1002,19688,2026-07-22,Changed mind,291.45
1003,19692,2024-07-30,Defective/damaged,156.95
1004,19744,2025-05-26,Not as described,67.18
1005,19847,2024-06-05,Defective/damaged,19.18
1006,19849,2024-07-09,Changed mind,460.16
1007,19908,2023-09-08,Changed mind,10.98
1008,19936,2025-03-15,Changed mind,166.91
1009,19940,2025-08-17,Not as described,38.63
1010,19942,2025-08-31,Not as described,642.36
1011,19963,2026-09-10,Not as described,246.16
1012,19981,2023-05-19,Changed mind,72.58
1013,19989,2024-08-29,Wrong size/fit,95.74
1014,20004,2026-05-31,Wrong size/fit,80.03
1015,20099,2023-09-21,Changed mind,76.22
1016,20109,2026-09-11,Wrong size/fit,143.53
1017,20130,2026-03-13,Defective/damaged,283.06
1018,20132,2025-12-22,Wrong size/fit,46.35
1019,20148,2026-08-07,Changed mind,153.44
1020,20164,2025-04-04,Defective/damaged,511.12
1021,20167,2025-10-18,Changed mind,979.89
1022,20201,2024-03-22,Changed mind,64.13
1023,20250,2025-09-29,Not as described,27.22
1024,20343,2024-06-24,Defective/damaged,85.33
1025,20347,2024-07-10,Changed mind,20.16
1026,20361,2025-07-07,Changed mind,54.65
1027,20370,2025-11-28,Changed mind,37.22
1028,20393,2026-03-02,Changed mind,104.76
1029,20416,2026-07-29,Changed mind,168.2
1030,20449,2024-08-20,Changed mind,479.92
1031,20523,2024-03-01,Defective/damaged,230.93
1032,20539,2023-09-06,Not as described,227.56
1033,20569,2023-10-13,Wrong size/fit,70.46
1034,20577,2024-03-14,Changed mind,55.03
1035,20589,2024-06-08,Changed mind,149.57
1036,20610,2024-05-05,Defective/damaged,88.17
1037,20628,2024-11-25,Changed mind,474.11
1038,20653,2024-09-28,Wrong size/fit,92.85
1039,20661,2024-10-26,Not as described,43.21
1040,20663,2024-11-08,Changed mind,94.0
1041,20671,2024-12-16,Not as described,104.92
1042,20676,2025-02-20,Changed mind,73.5
1043,20679,2025-05-14,Not as described,506.21
1044,20690,2024-07-24,Changed mind,50.27
1045,20723,2024-09-29,Changed mind,283.6
1046,20734,2025-12-11,Not as described,33.42
1047,20763,2025-02-14,Defective/damaged,183.24
1048,20773,2025-06-10,Changed mind,31.9
1049,20774,2025-06-10,Defective/damaged,70.18
1050,20776,2025-08-16,Wrong size/fit,62.71
1051,20797,2024-03-17,Changed mind,68.84
1052,20806,2026-04-17,Wrong size/fit,111.38
1053,20807,2026-04-18,Not as described,12.71
1054,20817,2024-06-10,Changed mind,33.1
1055,20828,2024-09-21,Changed mind,8.14
1056,20831,2024-11-11,Not as described,180.6
1057,20844,2026-07-20,Changed mind,2155.54
1058,20880,2024-08-15,Wrong size/fit,29.59
1059,20894,2025-01-17,Wrong size/fit,36.96
1060,20919,2024-07-23,Wrong size/fit,102.72
1061,20922,2024-10-14,Wrong size/fit,50.85
1062,20927,2025-01-30,Wrong size/fit,51.36
1063,20962,2023-10-31,Changed mind,470.16
1064,20986,2023-12-29,Changed mind,558.41
1065,21005,2024-05-02,Not as described,311.98
1066,21031,2025-06-09,Changed mind,118.87
1067,21038,2023-04-12,Wrong size/fit,19.13
1068,21039,2023-06-24,Not as described,24.22
1069,21046,2023-09-27,Not as described,101.38
1070,21048,2023-12-03,Wrong size/fit,89.88
1071,21056,2025-12-19,Wrong size/fit,90.7
1072,21089,2025-04-02,Wrong size/fit,24.94
1073,21105,2025-04-08,Wrong size/fit,233.12
1074,21121,2025-12-25,Wrong size/fit,107.59
1075,21144,2026-08-01,Changed mind,79.29
1076,21178,2025-11-15,Changed mind,92.93
1077,21192,2024-02-29,Not as described,47.93
1078,21193,2024-07-06,Changed mind,39.3
1079,21260,2023-04-15,Changed mind,95.46
1080,21262,2023-08-06,Changed mind,139.11
1081,21276,2024-09-24,Not as described,235.08
1082,21277,2024-09-23,Defective/damaged,164.53
1083,21296,2024-08-04,Wrong size/fit,10.94
1084,21324,2026-05-25,Not as described,151.8
1085,21328,2026-05-27,Not as described,16.42
1086,21346,2024-04-15,Wrong size/fit,128.77
1087,21379,2024-04-13,Not as described,24.01
1088,21381,2023-06-01,Wrong size/fit,18.31
1089,21392,2026-07-31,Wrong size/fit,53.26
1090,21398,2024-06-19,Changed mind,56.09
1091,21404,2024-10-29,Not as described,19.21
1092,21410,2025-03-04,Changed mind,35.07
1093,21411,2025-03-03,Wrong size/fit,371.16
1094,21417,2025-05-14,Defective/damaged,188.92
1095,21441,2025-06-09,Changed mind,9.16
1096,21472,2026-07-17,Defective/damaged,51.05
1097,21499,2025-02-26,Changed mind,291.89
1098,21532,2025-05-16,Defective/damaged,57.73
1099,21558,2025-11-24,Not as described,28.94
1100,21570,2026-01-19,Defective/damaged,657.42
1101,21586,2025-12-29,Not as described,1314.84
1102,21594,2024-08-23,Defective/damaged,984.74
1103,21634,2024-06-07,Defective/damaged,154.45
1104,21649,2024-05-25,Defective/damaged,271.67
1105,21662,2023-08-23,Changed mind,232.05
1106,21686,2024-02-15,Wrong size/fit,47.0
1107,21696,2023-06-17,Not as described,103.39
1108,21703,2026-06-21,Changed mind,727.0
1109,21704,2026-06-13,Defective/damaged,18.92
1110,21711,2025-03-30,Changed mind,19.8
1111,21735,2026-02-21,Wrong size/fit,139.22
1112,21744,2026-08-20,Changed mind,680.34
1113,21902,2025-11-16,Changed mind,283.32
1114,21910,2026-06-01,Wrong size/fit,176.24
1115,21912,2026-05-31,Wrong size/fit,12.18
1116,21925,2026-03-23,Defective/damaged,57.3
1117,21938,2023-01-28,Changed mind,122.54
1118,21946,2024-11-20,Changed mind,27.49
1119,21960,2025-08-19,Changed mind,18.35
1120,22023,2024-03-26,Changed mind,315.9
1121,22024,2024-03-20,Changed mind,145.73
1122,22029,2024-06-28,Changed mind,199.88
1123,22106,2024-12-28,Defective/damaged,161.16
1124,22120,2023-10-23,Changed mind,310.68
1125,22122,2023-11-08,Changed mind,90.94
1126,22137,2024-12-22,Defective/damaged,287.02
1127,22157,2026-03-06,Wrong size/fit,65.78
1128,22178,2025-08-21,Changed mind,58.69
1129,22242,2024-03-28,Wrong size/fit,146.92
1130,22257,2024-11-01,Wrong size/fit,41.91
1131,22260,2024-11-30,Wrong size/fit,87.07
1132,22268,2025-03-16,Wrong size/fit,27.73
1133,22298,2026-01-12,Defective/damaged,136.48
1134,22304,2026-03-15,Not as described,35.55
1135,22348,2023-08-14,Changed mind,52.46
1136,22353,2024-01-18,Wrong size/fit,58.05
1137,22371,2023-12-25,Changed mind,177.36
1138,22381,2024-05-03,Not as described,44.09
1139,22390,2024-09-01,Changed mind,187.35
1140,22391,2024-09-02,Changed mind,63.43
1141,22413,2024-12-12,Changed mind,80.68
1142,22437,2026-09-15,Wrong size/fit,78.91
1143,22438,2025-11-04,Changed mind,558.41
1144,22453,2024-11-10,Not as described,38.12
1145,22465,2025-05-14,Changed mind,43.71
1146,22490,2023-03-17,Changed mind,47.0
1147,22502,2023-08-29,Changed mind,102.42
1148,22569,2023-11-04,Not as described,41.26
1149,22570,2023-11-03,Changed mind,27.52
1150,22599,2023-12-23,Not as described,226.77
1151,22601,2024-02-27,Changed mind,189.78
1152,22609,2025-02-19,Defective/damaged,195.81
1153,22635,2024-12-07,Defective/damaged,52.32
1154,22649,2024-09-27,Not as described,60.17
1155,22650,2024-11-01,Defective/damaged,61.27
1156,22679,2025-09-17,Changed mind,1830.73
1157,22700,2026-06-20,Defective/damaged,110.55
1158,22706,2026-08-05,Changed mind,16.42
1159,22710,2026-09-09,Not as described,255.93
1160,22711,2025-08-29,Wrong size/fit,160.29
1161,22737,2025-10-27,Changed mind,230.73
1162,22740,2026-01-12,Not as described,310.69
1163,22748,2026-09-15,Changed mind,145.73
1164,22765,2023-02-28,Changed mind,296.19
1165,22789,2023-11-30,Wrong size/fit,181.88
1166,22797,2024-01-24,Wrong size/fit,130.24
1167,22929,2025-06-22,Wrong size/fit,35.55
1168,22945,2026-05-05,Defective/damaged,138.8
1169,22967,2025-05-22,Wrong size/fit,155.97
1170,22991,2026-08-28,Not as described,76.1
1171,23019,2026-02-26,Wrong size/fit,30.18
1172,23020,2026-02-27,Not as described,41.52
1173,23024,2026-05-08,Changed mind,13.1
1174,23034,2025-10-10,Changed mind,162.08
1175,23041,2024-06-17,Not as described,66.32
1176,23060,2025-07-26,Wrong size/fit,15.65
1177,23061,2025-10-24,Changed mind,16.57
1178,23091,2025-11-08,Not as described,194.3
1179,23092,2025-10-30,Defective/damaged,311.65
1180,23095,2025-11-16,Not as described,235.08
1181,23130,2026-07-31,Changed mind,45.25
1182,23167,2023-03-18,Not as described,226.19
1183,23168,2023-03-14,Changed mind,331.74
1184,23177,2024-01-06,Defective/damaged,223.47
1185,23183,2024-06-23,Wrong size/fit,116.98
1186,23199,2023-08-30,Wrong size/fit,55.03
1187,23210,2024-06-28,Wrong size/fit,97.49
1188,23215,2024-10-17,Wrong size/fit,53.26
1189,23220,2025-01-04,Not as described,27.63
1190,23229,2025-03-29,Wrong size/fit,109.75
1191,23268,2025-06-17,Changed mind,72.58
1192,23283,2025-09-07,Not as described,26.0
1193,23313,2026-06-03,Changed mind,50.57
1194,23315,2026-07-10,Changed mind,72.58
1195,23316,2026-07-08,Wrong size/fit,123.52
1196,23346,2025-07-27,Not as described,22.54
1197,23392,2024-04-23,Defective/damaged,24.49
1198,23448,2023-09-04,Wrong size/fit,41.21
1199,23528,2026-03-10,Not as described,29.02
1200,23569,2024-05-17,Defective/damaged,74.05
1201,23588,2025-04-28,Defective/damaged,113.68
1202,23595,2026-01-08,Wrong size/fit,155.97
1203,23597,2026-02-15,Not as described,348.33
1204,23681,2023-10-20,Changed mind,15.31
1205,23726,2025-06-24,Not as described,490.18
1206,23736,2025-12-20,Not as described,37.48
1207,23741,2026-02-25,Changed mind,231.47
1208,23841,2025-08-28,Defective/damaged,657.42
1209,23851,2026-01-19,Not as described,16.46
1210,23890,2024-02-15,Wrong size/fit,27.22
1211,23911,2025-09-24,Changed mind,148.32
1212,23976,2025-04-10,Not as described,442.26
